"","income","height","weight","age","marital","sex","education","afqt"
"601",25000,69,155,54,"married","female",14,45.056
"602",343830,73,230,53,"married","male",20,82.756
"603",62000,71,210,52,"divorced","male",12,42.935
"604",0,62,140,50,"divorced","female",14,49.165
"605",35000,63,145,53,"married","female",12,45.436
"606",31300,64,155,51,"married","female",19,98.804
"607",0,63,130,49,"single","female",12,82.852
"608",75000,65,130,48,"married","female",16,79.576
"609",35000,70,205,55,"married","male",15,83.208
"610",12000,67,130,50,"married","female",15,72.257
"611",85000,74,240,50,"married","male",16,82.49
"612",2000,71,175,50,"married","male",14,NA
"613",40000,67,190,48,"divorced","female",17,93.511
"614",14000,71,240,52,"married","male",18,93.432
"615",44000,72,180,51,"married","male",12,82.465
"616",37000,63,150,48,"married","female",12,61.363
"617",35000,70,205,54,"separated","male",16,81.839
"618",63000,64,150,55,"married","female",18,91.404
"619",150000,75,180,48,"married","male",20,93.464
"620",89100,69,140,51,"married","female",12,75.363
"621",72000,67,175,48,"married","female",16,92.122
"622",48000,70,180,53,"married","male",16,82.189
"623",0,74,326,53,"single","male",12,25.522
"624",3000,64,125,49,"divorced","female",12,47.309
"625",25000,67,220,53,"married","male",12,39.872
"626",343830,69,155,49,"single","male",16,86.877
"627",91000,76,296,52,"separated","male",12,55.885
"628",55000,66,146,51,"married","female",12,29.364
"629",343830,72,218,51,"married","male",16,83.946
"630",135000,71,210,55,"married","male",16,78.852
"631",0,61,110,53,"married","female",15,73.214
"632",0,64,144,51,"divorced","female",12,45.999
"633",40000,73,275,48,"married","male",12,75.258
"634",0,62,150,54,"divorced","female",16,16.307
"635",0,78,297,55,"divorced","male",12,71.323
"636",40000,64,153,53,"married","female",12,26.769
"637",37000,68,145,55,"divorced","male",16,NA
"638",14768,64,197,54,"married","female",12,34.62
"639",43000,63,132,51,"married","female",16,58.404
"640",74000,65,146,50,"married","male",14,84.974
"641",52000,67,155,49,"married","male",12,21.712
"642",0,65,135,53,"divorced","female",12,17.528
"643",50000,74,220,54,"married","male",12,44.224
"644",58000,69,150,51,"married","female",12,55.978
"645",57200,68,165,53,"single","male",18,97.299
"646",45000,70,250,53,"single","male",16,51.523
"647",95000,69,182,54,"married","male",12,77.263
"648",107000,63,160,49,"married","female",12,64.067
"649",74000,63,186,48,"married","female",12,91.63
"650",85000,69,187,49,"married","male",12,52.109
"651",35000,64,130,48,"divorced","female",13,63.71
"652",12213,62,135,54,"divorced","female",12,70.212
"653",10000,69,200,52,"married","female",16,83.581
"654",48464,73,210,54,"single","male",12,45.546
"655",3000,73,204,49,"married","male",13,55.543
"656",12000,74,185,53,"married","male",12,41.439
"657",150000,75,190,53,"married","male",16,96.442
"658",343830,72,200,51,"married","male",16,88.979
"659",343830,71,270,50,"divorced","male",16,88.914
"660",90000,62,130,51,"married","female",18,67.25
"661",60000,66,133,50,"married","female",12,51.978
"662",42000,64,118,48,"divorced","female",12,28.308
"663",88000,60,125,50,"married","female",14,17.834
"664",32000,70,240,51,"married","male",12,43.365
"665",42500,65,168,54,"married","female",12,44.379
"666",100000,70,185,53,"married","male",12,57.553
"667",75000,69,153,50,"separated","female",14,53.275
"668",45000,66,198,49,"single","female",12,57.315
"669",6000,70,178,50,"single","male",12,65.073
"670",71000,69,160,52,"married","female",18,66.668
"671",80000,70,140,55,"single","female",18,62.466
"672",69000,75,215,48,"married","male",12,90.864
"673",39000,61,156,53,"married","female",16,20.867
"674",11000,61,134,53,"divorced","female",12,41.411
"675",55000,74,215,54,"married","male",12,40.748
"676",50000,68,250,49,"widowed","female",14,55.097
"677",31200,69,140,54,"married","male",16,37.731
"678",30000,71,175,53,"divorced","male",14,52.705
"679",0,60,160,53,"married","female",14,5.508
"680",0,74,200,52,"married","male",12,60.136
"681",8400,63,150,54,"married","female",12,24.577
"682",0,75,210,51,"divorced","male",14,51.447
"683",18000,66,200,55,"married","female",8,83.931
"684",48000,70,190,48,"divorced","male",12,78.723
"685",40000,65,155,49,"married","female",16,67.602
"686",5000,71,233,51,"separated","male",14,67.877
"687",0,68,175,50,"single","male",12,5.271
"688",65000,75,270,48,"married","male",16,61.145
"689",53000,64,160,52,"single","female",14,27.973
"690",150000,73,185,54,"married","male",12,47.45
"691",62000,71,205,49,"married","male",12,34.339
"692",0,74,178,49,"married","male",12,15.678
"693",25000,71,175,48,"divorced","male",14,91.199
"694",46000,71,230,52,"married","male",18,94.207
"695",66000,66,120,50,"divorced","female",18,85.366
"696",65000,67,140,51,"divorced","female",16,73.243
"697",11000,64,170,48,"married","female",17,100
"698",79000,68,225,52,"divorced","female",17,98.236
"699",42000,65,112,50,"divorced","female",17,4.049
"700",60000,70,214,54,"divorced","male",16,92.319
"701",39000,65,225,50,"married","female",16,77.471
"702",0,69,207,49,"divorced","male",11,4.672
"703",0,64,178,48,"married","female",13,26.365
"704",10576,64,165,54,"single","female",10,13.143
"705",0,62,374,51,"single","female",10,6.324
"706",0,64,155,48,"single","female",10,8.101
"707",24000,67,250,55,"single","female",8,12.727
"708",15000,64,175,49,"divorced","female",12,37.759
"709",35000,61,200,51,"divorced","female",12,40.617
"710",32000,60,170,48,"married","female",14,64.065
"711",0,66,NA,52,"divorced","female",16,71.23
"712",13000,69,180,50,"single","male",11,28.954
"713",8000,72,177,49,"divorced","male",8,3.732
"714",18000,65,143,48,"divorced","male",12,4.871
"715",45000,63,250,53,"married","male",12,65.206
"716",86000,71,155,49,"single","male",20,70.337
"717",0,63,125,53,"married","female",12,22.497
"718",0,63,190,54,"married","female",12,3.156
"719",60000,64,152,50,"married","female",18,84.635
"720",0,70,164,51,"married","female",16,86.124
"721",96000,73,195,51,"divorced","male",NA,87.785
"722",343830,72,190,49,"divorced","male",17,73.413
"723",37000,70,168,51,"married","male",11,NA
"724",35000,72,195,52,"married","male",16,77.043
"725",17000,63,125,53,"divorced","female",12,15.555
"726",16000,66,170,55,"married","female",10,0.29
"727",56000,72,204,48,"single","male",14,34.012
"728",60000,69,217,55,"married","male",11,12.878
"729",40000,73,275,53,"divorced","male",12,33.045
"730",84000,66,195,54,"divorced","male",12,80.231
"731",23500,69,275,52,"married","female",12,45.58
"732",85000,65,145,53,"married","female",12,70.03
"733",0,70,195,52,"single","male",8,0.887
"734",0,71,196,55,"single","male",8,0.958
"735",10000,63,181,53,"married","female",12,4.341
"736",9000,63,215,50,"married","female",12,8.758
"737",112000,70,195,52,"married","male",18,35.78
"738",0,61,160,54,"single","female",12,15.431
"739",15000,67,215,50,"widowed","female",12,14.876
"740",45000,60,110,48,"divorced","female",14,43.456
"741",18000,63,136,52,"married","female",11,7.901
"742",83000,69,305,52,"single","female",16,88.023
"743",43000,65,151,51,"single","female",12,24.473
"744",25000,64,165,48,"married","female",12,68.497
"745",50000,71,300,51,"single","male",14,76.163
"746",96000,62,230,49,"married","female",16,71.597
"747",39957,71,245,52,"divorced","male",12,65.317
"748",0,63,116,49,"married","female",20,100
"749",0,63,105,52,"married","female",18,98.87
"750",35000,67,175,50,"divorced","male",9,1.672
"751",0,63,126,48,"divorced","female",10,12.621
"752",32000,69,170,51,"single","male",12,59.139
"753",40000,72,220,55,"divorced","male",11,15.428
"754",86000,69,220,55,"married","male",14,97.926
"755",171000,70,195,54,"married","male",18,98.356
"756",71000,67,130,56,"widowed","female",19,89.998
"757",343830,74,195,54,"married","male",16,44.711
"758",48000,63,125,55,"divorced","female",14,55.829
"759",123000,68,187,51,"married","female",18,65.903
"760",50000,70,160,48,"single","female",4,87.203
"761",106000,71,240,55,"married","male",12,40.507
"762",0,74,333,50,"single","male",14,72.495
"763",0,64,126,49,"married","female",12,42.501
"764",67000,63,140,56,"married","female",12,44.401
"765",21000,64,250,48,"married","female",12,41.686
"766",18000,65,175,55,"married","male",10,NA
"767",0,65,225,52,"divorced","female",14,31.751
"768",31000,67,170,51,"divorced","female",15,31.89
"769",40000,62,180,50,"married","female",12,38.104
"770",40000,61,149,50,"married","female",12,22.955
"771",0,73,270,55,"divorced","male",16,99.147
"772",33000,71,210,51,"divorced","male",13,56.257
"773",0,62,138,53,"married","female",13,50.405
"774",42000,64,187,53,"married","female",12,28.786
"775",33000,63,143,50,"divorced","female",12,25.911
"776",47000,73,215,49,"married","male",13,65.998
"777",44888,66,158,51,"single","female",16,72.569
"778",0,65,168,54,"married","female",16,53.067
"779",28000,64,185,53,"divorced","female",12,17.614
"780",135000,68,180,54,"married","male",16,80.556
"781",343830,70,173,53,"married","male",16,83.528
"782",150000,72,179,51,"single","male",16,79.836
"783",24000,66,170,51,"divorced","female",11,58.247
"784",26000,67,137,54,"divorced","male",12,2.509
"785",0,71,157,50,"divorced","male",12,3.686
"786",37000,73,230,48,"divorced","male",12,8.719
"787",0,65,196,51,"single","female",12,0.157
"788",10044,69,191,49,"single","male",10,4.843
"789",68000,61,233,51,"married","female",16,25.334
"790",29000,73,210,55,"single","male",12,39.245
"791",40000,65,200,52,"divorced","female",14,27.018
"792",16000,64,132,50,"married","female",16,45.679
"793",0,64,135,48,"married","female",14,34.867
"794",0,60,105,55,"divorced","female",12,38.966
"795",5920,62,180,53,"married","female",10,20.274
"796",30000,66,240,54,"married","female",14,10.734
"797",21000,60,200,50,"married","female",13,42.776
"798",40000,72,230,54,"married","male",12,53.364
"799",0,64,130,51,"married","female",12,33.971
"800",24500,69,170,51,"single","male",14,26.109
"801",20800,64,150,53,"married","female",13,72.62
"802",23000,71,198,53,"married","male",16,87.82
"803",155000,64,145,54,"single","female",18,94.662
"804",95000,72,205,48,"married","male",16,62.064
"805",44500,65,186,51,"married","female",16,96.106
"806",53000,64,150,50,"married","female",16,67.83
"807",14000,66,194,50,"married","female",12,74.366
"808",150000,71,207,55,"divorced","male",13,14.174
"809",60000,67,145,54,"married","female",18,91.545
"810",100000,66,NA,56,"married","female",16,90.731
"811",343830,71,175,52,"divorced","male",20,100
"812",165000,72,190,50,"married","male",16,58.93
"813",45000,65,170,52,"married","female",18,86.394
"814",63000,69,190,50,"divorced","male",15,79.064
"815",62000,62,200,54,"married","female",18,31.096
"816",30000,70,290,52,"married","male",12,20.717
"817",43000,61,265,51,"married","female",16,15.64
"818",0,67,185,50,"married","male",14,28.225
"819",35000,66,186,48,"married","male",12,32.369
"820",60000,62,118,50,"married","female",16,70.028
"821",72000,68,142,50,"divorced","male",15,58.587
"822",24000,63,170,54,"married","female",9,17.116
"823",0,60,135,52,"divorced","female",16,49.449
"824",56000,69,205,51,"single","male",15,23.078
"825",25000,73,230,51,"single","male",9,0.349
"826",32000,72,210,49,"married","male",8,7.028
"827",0,66,230,51,"married","female",11,22.441
"828",16000,68,195,53,"separated","female",12,24.26
"829",150000,67,240,54,"single","female",20,82.941
"830",18000,65,167,51,"separated","female",10,0.47
"831",29000,69,190,49,"single","male",12,3.778
"832",0,66,190,55,"divorced","female",10,3.31
"833",0,64,155,51,"single","female",11,2.636
"834",19000,71,165,50,"married","male",12,14.118
"835",20000,66,156,52,"married","female",12,14.231
"836",0,68,300,48,"married","female",12,4.968
"837",18000,66,180,52,"divorced","female",12,0.899
"838",29000,69,210,49,"married","male",12,7.51
"839",26000,68,244,53,"single","female",12,15.04
"840",0,63,NA,55,"widowed","female",12,1.354
"841",0,65,158,54,"single","female",10,12.655
"842",7000,66,150,54,"widowed","female",11,1.21
"843",70000,72,260,50,"married","male",12,48.703
"844",25000,61,NA,55,"separated","female",14,18.945
"845",60000,60,120,49,"married","female",19,86.922
"846",8500,67,145,53,"separated","female",18,36.925
"847",10000,61,150,52,"married","female",16,17.52
"848",51000,63,160,50,"married","male",13,9.121
"849",55000,61,155,49,"married","female",12,38.073
"850",32000,67,265,53,"divorced","male",12,29.091
"851",72072,67,207,54,"married","female",14,54.782
"852",52300,70,145,48,"divorced","female",18,70.563
"853",0,69,170,51,"divorced","female",12,8.278
"854",0,64,200,48,"married","female",11,14.519
"855",0,69,162,50,"divorced","male",12,51.721
"856",0,68,148,52,"divorced","male",12,20.12
"857",32000,62,163,49,"divorced","female",12,45.325
"858",0,72,260,49,"divorced","male",12,12.838
"859",64000,71,215,54,"divorced","male",12,64.562
"860",21000,61,145,55,"married","female",13,31.365
"861",77000,67,138,54,"divorced","female",18,54.28
"862",24000,66,170,48,"married","female",13,52.948
"863",60097,71,225,50,"married","male",13,17.735
"864",18000,75,239,48,"married","male",10,34.121
"865",0,65,135,50,"married","female",14,62.762
"866",0,64,135,55,"married","female",12,12.013
"867",38000,70,190,52,"married","male",9,10.889
"868",0,59,130,54,"divorced","female",14,66.079
"869",40000,63,130,53,"married","female",18,83.788
"870",26240,63,204,51,"married","female",14,74.608
"871",200,66,180,54,"single","male",12,58.315
"872",0,67,185,52,"married","male",12,NA
"873",75000,71,200,50,"divorced","male",12,59.704
"874",42000,71,230,53,"married","male",12,37.465
"875",14000,66,114,52,"divorced","female",16,73.865
"876",49450,64,185,49,"divorced","female",16,92.033
"877",45000,64,170,54,"married","female",15,81.419
"878",21000,69,180,52,"married","male",12,33.843
"879",16800,65,125,49,"divorced","female",18,92.277
"880",0,70,170,48,"divorced","male",12,28.888
"881",36600,66,189,49,"married","female",18,96.091
"882",0,66,178,48,"divorced","female",10,25.934
"883",34000,65,190,51,"divorced","female",16,6.841
"884",85000,72,275,50,"married","male",14,7.088
"885",32000,72,237,54,"married","male",15,10.393
"886",23000,74,225,49,"single","male",12,26.637
"887",32000,65,134,54,"single","female",14,38.983
"888",17000,73,185,49,"divorced","male",14,8.107
"889",40000,56,202,53,"married","female",16,35.191
"890",33000,66,190,49,"widowed","male",14,51.781
"891",2000,60,160,50,"separated","female",12,37.982
"892",26000,72,135,48,"single","male",7,35.904
"893",38500,68,175,53,"married","male",12,27.851
"894",0,61,170,50,"divorced","female",8,27.097
"895",114000,73,220,50,"married","male",18,75.712
"896",39000,65,140,49,"separated","female",12,48.847
"897",1500,67,235,53,"divorced","male",10,20.649
"898",0,62,144,51,"separated","female",11,6.654
"899",0,68,135,51,"married","female",16,48.538
"900",50000,71,330,55,"married","male",16,46.54
"901",21000,64,250,55,"married","female",12,41.138
